  33.71
 165.00
 577320463
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1996 08 04 12	48729.60	3.21	502.62	0.00	27.69	27.69	2713.36
1996 08 05 12	48729.60	0.29	373.97	0.00	28.47	28.47	2937.11
1996 08 06 12	48650.94	4.66	342.48	0.00	27.80	27.80	2904.80
1996 08 07 12	48384.00	0.04	351.20	0.00	27.07	27.07	2745.96
1996 08 08 12	48384.00	5.62	324.99	0.00	27.93	27.93	2775.97
1996 08 09 12	48384.00	2.81	397.69	0.00	27.44	27.44	2738.36
1996 08 10 12	48038.40	0.02	567.45	0.00	25.56	25.56	2346.04
1996 08 11 12	48038.40	7.49	319.67	0.00	25.46	25.46	2462.49
1996 08 12 12	48038.40	1.02	453.26	0.00	25.27	25.27	2609.44
1996 08 13 12	47692.80	0.00	393.49	0.00	24.56	24.56	2366.20
1996 08 14 12	47692.80	0.00	595.48	0.00	25.05	25.05	2216.85
1996 08 15 12	47692.80	0.00	592.34	0.00	25.36	25.36	2181.45
1996 08 16 12	47347.20	0.00	573.53	0.00	26.78	26.78	2284.13
1996 08 17 12	47347.20	0.00	449.33	0.00	27.52	27.52	2444.99
1996 08 18 12	47347.20	0.00	521.66	0.00	27.23	27.23	2351.87
1996 08 19 12	47001.60	0.00	463.81	0.00	28.08	28.08	2555.30
1996 08 20 12	47001.60	0.00	490.59	0.00	28.04	28.04	2576.95
1996 08 21 12	47001.60	0.00	540.03	0.00	27.15	27.15	2470.33
1996 08 22 12	46656.00	0.10	585.52	0.00	27.65	27.65	2324.10
1996 08 23 12	46656.00	1.38	552.12	0.00	27.55	27.55	2201.05
1996 08 24 12	46656.00	9.32	380.77	0.00	28.41	28.41	2477.89
1996 08 25 12	46310.40	5.05	421.27	0.00	26.99	26.99	2515.37
1996 08 26 12	46310.40	12.42	351.62	0.00	26.89	26.89	2530.28
1996 08 27 12	46310.40	11.10	381.90	0.00	26.36	26.36	2591.37
1996 08 28 12	45964.80	10.16	369.35	0.00	26.52	26.52	2607.04
1996 08 29 12	45964.80	1.65	314.98	0.00	25.83	25.83	2542.42
1996 08 30 12	45964.80	17.47	306.08	0.00	25.39	25.39	2599.83
1996 08 31 12	45619.20	1.46	383.99	0.00	24.48	24.48	2349.14
1996 09 01 12	45619.20	3.47	309.39	0.00	23.34	23.34	2212.61
1996 09 02 12	45334.21	6.39	338.84	0.00	23.03	23.03	2335.54
1996 09 03 12	45273.60	1.10	323.91	0.00	23.51	23.51	2351.54
1996 09 04 12	45273.60	0.12	379.59	0.00	24.38	24.38	2348.20
1996 09 05 12	44928.00	0.53	253.41	0.00	25.44	25.44	2484.87
1996 09 06 12	44928.00	0.49	316.28	0.00	26.07	26.07	2606.95
1996 09 07 12	44928.00	0.11	301.50	0.00	26.36	26.36	2657.30
1996 09 08 12	44582.40	0.01	485.98	0.00	26.60	26.60	2518.82
1996 09 09 12	44582.40	1.49	314.27	0.00	26.67	26.67	2567.41
1996 09 10 12	44582.40	11.23	317.37	0.00	25.96	25.96	2437.73
1996 09 11 12	44236.80	6.68	498.11	0.00	25.93	25.93	2420.28
1996 09 12 12	44236.80	1.36	527.68	0.00	23.45	23.45	1967.98
1996 09 13 12	43891.20	0.00	512.44	0.00	21.63	21.63	1739.61
1996 09 14 12	43891.20	0.00	480.27	0.00	18.16	18.16	1379.02
1996 09 15 12	43891.20	0.37	308.13	0.00	21.58	21.58	1810.97
1996 09 16 12	43545.60	29.70	274.34	0.00	24.14	24.14	2552.42
1996 09 17 12	43545.60	6.28	497.28	0.00	24.72	24.72	2576.93
1996 09 18 12	43545.60	0.20	494.10	0.00	20.61	20.61	1785.86
1996 09 19 12	43200.00	0.01	490.48	0.00	18.64	18.64	1493.38
1996 09 20 12	43200.00	8.39	287.73	0.00	18.78	18.78	1658.50
1996 09 21 12	42854.40	29.31	258.95	0.00	20.58	20.58	2055.18
1996 09 22 12	42854.40	0.00	517.36	0.00	20.45	20.45	1721.00
1996 09 23 12	42854.40	0.00	508.86	0.00	21.61	21.61	1579.72
1996 09 24 12	42508.80	0.00	503.89	0.00	22.42	22.42	1721.59
1996 09 25 12	42508.80	0.00	490.62	0.00	22.79	22.79	1932.77
1996 09 26 12	42508.80	0.89	377.09	0.00	22.36	22.36	2093.24
1996 09 27 12	42163.20	16.25	253.55	0.00	22.85	22.85	2378.43
1996 09 28 12	42163.20	3.94	328.89	0.00	19.97	19.97	2049.96
1996 09 29 12	41817.60	0.00	516.65	0.00	14.51	14.51	1157.09
1996 09 30 12	41817.60	0.05	332.98	0.00	16.51	16.51	1522.00
1996 10 01 12	41817.60	0.88	310.75	0.00	20.59	20.59	2098.53
1996 10 02 12	41472.00	0.00	328.80	0.00	21.38	21.38	2204.38
1996 10 03 12	41472.00	0.04	492.92	0.00	22.51	22.51	2177.69
1996 10 04 12	41472.00	0.01	409.09	0.00	19.36	19.36	1827.46
1996 10 05 12	41126.40	0.00	461.54	0.00	17.91	17.91	1469.77
1996 10 06 12	41126.40	0.00	356.46	0.00	17.31	17.31	1470.82
1996 10 07 12	41065.79	0.00	475.06	0.00	17.42	17.42	1511.13
1996 10 08 12	40780.80	0.00	498.88	0.00	17.30	17.30	1380.15
1996 10 09 12	40780.80	0.00	492.24	0.00	15.01	15.01	1212.14
1996 10 10 12	40435.20	0.00	491.19	0.00	14.37	14.37	1104.69
1996 10 11 12	40435.20	0.00	498.62	0.00	12.37	12.37	951.35
1996 10 12 12	40435.20	0.00	487.40	0.00	13.91	13.91	965.23
1996 10 13 12	40089.60	0.00	486.07	0.00	15.58	15.58	1142.85
1996 10 14 12	40089.60	0.00	479.86	0.00	17.37	17.37	1195.30
1996 10 15 12	40089.60	0.00	474.01	0.00	18.20	18.20	1242.16
1996 10 16 12	39744.00	0.00	447.22	0.00	18.80	18.80	1537.36
1996 10 17 12	39744.00	0.00	365.50	0.00	22.23	22.23	2029.27
1996 10 18 12	39744.00	23.32	422.42	0.00	17.29	17.29	1584.13
1996 10 19 12	39398.40	0.06	444.76	0.00	9.44	9.44	718.51
1996 10 20 12	39398.40	0.00	457.82	0.00	12.15	12.15	778.16
1996 10 21 12	39398.40	3.27	346.90	0.00	15.42	15.42	1230.61
1996 10 22 12	39052.80	2.94	295.92	0.00	18.06	18.06	1697.08
1996 10 23 12	39052.80	12.03	463.76	0.00	12.56	12.56	1086.76
1996 10 24 12	39052.80	0.00	447.27	0.00	12.06	12.06	866.77
1996 10 25 12	38707.20	2.92	202.87	0.00	15.74	15.74	1381.64
1996 10 26 12	38707.20	28.83	156.24	0.00	18.76	18.76	2003.81
1996 10 27 12	38707.20	0.00	289.38	0.00	21.94	21.94	2316.58
1996 10 28 12	38361.60	9.92	195.90	0.00	23.49	23.49	2443.75
1996 10 29 12	38361.60	0.48	372.72	0.00	23.74	23.74	2311.96
1996 10 30 12	38361.60	1.60	380.67	0.00	21.23	21.23	1929.04
1996 10 31 12	38016.00	0.01	247.77	0.00	14.35	14.35	1156.51
1996 11 01 12	38016.00	28.82	150.84	0.00	15.15	15.15	1435.87
1996 11 02 12	38016.00	4.93	394.08	0.00	9.34	9.34	890.75
1996 11 03 12	37749.06	0.01	395.49	0.00	3.89	3.89	523.49
1996 11 04 12	37670.40	0.16	341.26	0.00	7.37	7.37	679.99
1996 11 05 12	37670.40	0.08	130.74	0.00	15.02	15.02	1369.22
1996 11 06 12	37660.83	0.23	297.84	0.00	19.47	19.47	1938.35
1996 11 07 12	37324.80	38.19	154.83	0.00	20.99	20.99	2168.35
1996 11 08 12	37324.80	2.59	377.68	0.00	13.47	13.47	1265.92
1996 11 09 12	37324.80	0.00	377.07	0.00	6.47	6.47	655.37
1996 11 10 12	37132.62	0.00	370.98	0.00	7.09	7.09	659.66
1996 11 11 12	36979.20	0.00	366.12	0.00	5.14	5.14	566.45
1996 11 12 12	36979.20	0.03	226.17	0.00	4.68	4.68	559.67
1996 11 13 12	36979.20	0.93	144.10	0.00	8.37	8.37	753.97
1996 11 14 12	36712.26	0.15	154.53	0.00	11.77	11.77	1090.51
1996 11 15 12	36633.60	0.00	340.50	0.00	11.82	11.82	1093.35
1996 11 16 12	36633.60	0.00	333.83	0.00	8.09	8.09	760.12
1996 11 17 12	36633.60	2.97	95.44	0.00	12.18	12.18	1178.35
1996 11 18 12	36441.43	31.49	92.53	0.00	13.71	13.71	1465.01
1996 11 19 12	36288.00	0.23	248.30	0.00	14.80	14.80	1480.36
1996 11 20 12	36288.00	0.00	146.11	0.00	15.75	15.75	1455.70
1996 11 21 12	36288.00	1.08	198.35	0.00	17.53	17.53	1773.89
1996 11 22 12	36278.43	0.00	349.28	0.00	8.27	8.27	878.13
1996 11 23 12	36021.06	0.00	344.71	0.00	6.82	6.82	737.66
1996 11 24 12	35942.40	0.37	271.83	0.00	11.27	11.27	1077.02
1996 11 25 12	35942.40	18.23	141.98	0.00	14.29	14.29	1452.52
1996 11 26 12	35942.40	1.32	291.99	0.00	8.05	8.05	900.86
1996 11 27 12	35942.40	1.16	342.59	0.00	3.05	3.05	534.97
1996 11 28 12	35819.48	0.00	321.29	0.00	5.77	5.77	585.53
1996 11 29 12	35613.81	1.80	122.67	0.00	9.12	9.12	893.54
1996 11 30 12	35596.80	1.43	119.78	0.00	14.91	14.91	1580.54
1996 12 01 12	35596.80	28.28	257.41	0.00	15.27	15.27	1508.49
1996 12 02 12	35596.80	1.56	326.87	0.00	6.20	6.20	704.52
1996 12 03 12	35596.80	0.00	291.63	0.00	6.12	6.12	733.58
1996 12 04 12	35596.80	0.02	230.63	0.00	5.22	5.22	683.02
1996 12 05 12	35473.89	6.32	155.94	0.00	7.85	7.85	879.00
1996 12 06 12	35329.86	0.00	311.50	0.00	9.62	9.62	979.52
1996 12 07 12	35251.20	6.52	293.72	0.00	14.88	14.88	1422.42
1996 12 08 12	35251.20	0.02	323.97	0.00	6.66	6.66	649.88
1996 12 09 12	35251.20	0.03	314.37	0.00	4.72	4.72	547.13
1996 12 10 12	35251.20	0.03	307.83	0.00	8.67	8.67	908.13
1996 12 11 12	35251.20	0.00	245.31	0.00	15.69	15.69	1575.76
1996 12 12 12	35251.20	13.15	184.74	0.00	18.06	18.06	1766.87
1996 12 13 12	35251.20	0.00	312.94	0.00	13.38	13.38	1233.96
1996 12 14 12	35251.20	0.00	312.09	0.00	9.28	9.28	844.57
1996 12 15 12	35251.20	0.00	140.10	0.00	8.54	8.54	838.67
1996 12 16 12	35251.20	17.96	73.15	0.00	9.80	9.80	1090.11
1996 12 17 12	35251.20	18.46	306.97	0.00	7.89	7.89	966.59
1996 12 18 12	35251.20	0.44	143.04	0.00	2.78	2.78	593.58
1996 12 19 12	35251.20	1.05	228.12	0.00	-3.01	-3.01	356.92
1996 12 20 12	35251.20	0.00	315.72	0.00	-3.15	-3.15	328.45
1996 12 21 12	35251.20	0.00	305.52	0.00	-2.47	-2.47	378.81
1996 12 22 12	35251.20	0.00	119.12	0.00	2.77	2.77	533.30
1996 12 23 12	35251.20	0.53	96.47	0.00	10.30	10.30	1135.57
1996 12 24 12	35251.20	13.66	198.17	0.00	12.61	12.61	1318.86
1996 12 25 12	35251.20	0.00	307.17	0.00	1.12	1.12	451.08
1996 12 26 12	35251.20	7.20	86.42	0.00	2.40	2.40	587.99
1996 12 27 12	35251.20	26.09	144.59	0.00	10.08	10.08	1160.83
1996 12 28 12	35251.20	1.27	185.36	0.00	15.81	15.81	1681.73
1996 12 29 12	35251.20	0.70	243.04	0.00	18.96	18.96	1922.94
1996 12 30 12	35251.20	0.32	110.44	0.00	18.42	18.42	1924.36
1996 12 31 12	35251.20	0.04	255.56	0.00	18.23	18.23	1850.89
1997 01 01 12	35251.20	2.83	203.81	0.00	17.67	17.67	1693.86
1997 01 02 12	35251.20	0.05	274.14	0.00	16.89	16.89	1617.85
1997 01 03 12	35268.21	0.00	298.68	0.00	18.12	18.12	1820.75
1997 01 04 12	35404.62	1.22	234.15	0.00	19.25	19.25	1966.14
1997 01 05 12	35536.19	16.59	281.46	0.00	16.42	16.42	1553.93
1997 01 06 12	35596.80	0.77	76.63	0.00	8.46	8.46	859.56
1997 01 07 12	35596.80	27.90	133.75	0.00	3.00	3.00	640.91
1997 01 08 12	35596.80	18.44	73.30	0.00	2.69	2.69	617.83
1997 01 09 12	35596.80	15.39	193.95	0.00	3.75	3.75	714.28
1997 01 10 12	35596.80	0.37	200.72	0.00	1.51	1.51	570.65
1997 01 11 12	35675.46	0.01	287.11	0.00	-5.29	-5.29	287.87
1997 01 12 12	35932.83	0.00	272.65	0.00	-3.59	-3.59	336.61
1997 01 13 12	35942.40	0.00	167.06	0.00	-4.46	-4.46	328.42
1997 01 14 12	35942.40	5.93	189.99	0.00	-2.45	-2.45	341.87
1997 01 15 12	35942.40	4.83	170.86	0.00	2.96	2.96	575.94
1997 01 16 12	35942.40	15.33	257.00	0.00	2.93	2.93	667.76
1997 01 17 12	36165.09	0.00	344.66	0.00	-5.82	-5.82	210.29
1997 01 18 12	36288.00	0.00	316.50	0.00	-3.62	-3.62	280.03
1997 01 19 12	36288.00	0.00	334.49	0.00	-0.71	-0.71	389.59
1997 01 20 12	36288.00	0.00	332.53	0.00	3.80	3.80	597.29
1997 01 21 12	36305.01	0.00	211.26	0.00	6.61	6.61	750.15
1997 01 22 12	36624.03	11.93	157.25	0.00	11.17	11.17	1161.24
1997 01 23 12	36633.60	3.02	93.88	0.00	10.65	10.65	1180.93
1997 01 24 12	36633.60	30.40	218.54	0.00	13.57	13.57	1427.16
1997 01 25 12	36633.60	5.35	354.01	0.00	10.56	10.56	1087.41
1997 01 26 12	36918.59	0.03	344.43	0.00	4.93	4.93	600.44
1997 01 27 12	36979.20	1.39	147.42	0.00	8.31	8.31	889.70
1997 01 28 12	36979.20	23.57	290.15	0.00	8.86	8.86	1053.70
1997 01 29 12	36979.20	1.35	338.18	0.00	3.41	3.41	588.60
1997 01 30 12	37315.23	0.20	354.31	0.00	7.79	7.79	840.58
1997 01 31 12	37324.80	0.05	361.14	0.00	6.53	6.53	713.94
1997 02 01 12	37324.80	0.35	359.85	0.00	9.14	9.14	977.35
1997 02 02 12	37403.46	0.14	327.36	0.00	15.65	15.65	1546.05
1997 02 03 12	37670.40	11.54	226.28	0.00	18.16	18.16	1782.30
1997 02 04 12	37670.40	1.52	110.23	0.00	16.41	16.41	1688.07
1997 02 05 12	37670.40	1.63	354.84	0.00	10.21	10.21	1058.45
1997 02 06 12	38006.43	0.00	141.19	0.00	3.55	3.55	630.72
1997 02 07 12	38016.00	9.91	91.50	0.00	6.28	6.28	842.63
1997 02 08 12	38016.00	7.97	299.96	0.00	7.54	7.54	930.19
1997 02 09 12	38238.69	0.00	376.46	0.00	3.90	3.90	634.39
1997 02 10 12	38361.60	0.79	237.52	0.00	3.86	3.86	634.55
1997 02 11 12	38361.60	0.03	293.11	0.00	2.79	2.79	582.88
1997 02 12 12	38440.26	3.28	241.82	0.00	4.04	4.04	639.46
1997 02 13 12	38707.20	27.56	116.82	0.00	6.11	6.11	872.30
1997 02 14 12	38707.20	0.12	198.26	0.00	8.94	8.94	1034.63
1997 02 15 12	38724.21	0.23	409.30	0.00	6.60	6.60	725.08
1997 02 16 12	39052.80	0.00	399.23	0.00	7.48	7.48	647.46
1997 02 17 12	39052.80	0.00	408.77	0.00	7.66	7.66	740.68
1997 02 18 12	39069.81	0.00	407.34	0.00	9.61	9.61	801.92
1997 02 19 12	39398.40	0.00	390.69	0.00	13.49	13.49	1239.10
1997 02 20 12	39398.40	2.31	273.32	0.00	18.34	18.34	1748.20
1997 02 21 12	39415.41	44.93	199.51	0.00	17.55	17.55	1828.59
1997 02 22 12	39744.00	0.00	364.28	0.00	11.17	11.17	1136.23
1997 02 23 12	39744.00	1.26	300.30	0.00	6.36	6.36	650.78
1997 02 24 12	39897.43	0.00	218.30	0.00	8.08	8.08	663.72
1997 02 25 12	40089.60	2.82	147.66	0.00	7.78	7.78	833.53
1997 02 26 12	40089.60	3.84	277.90	0.00	11.82	11.82	1281.07
1997 02 27 12	40425.63	14.04	180.32	0.00	16.21	16.21	1653.03
1997 02 28 12	40435.20	19.12	286.49	0.00	14.79	14.79	1560.84
1997 03 01 12	40435.20	6.19	331.69	0.00	20.59	20.59	2114.50
1997 03 02 12	40780.80	13.92	157.71	0.00	19.26	19.26	2031.21
1997 03 03 12	40780.80	14.51	428.80	0.00	16.45	16.45	1636.08
1997 03 04 12	40780.80	0.76	469.14	0.00	14.75	14.75	1304.83
1997 03 05 12	41126.40	10.22	225.11	0.00	16.31	16.31	1593.99
1997 03 06 12	41126.40	2.33	488.93	0.00	9.12	9.12	907.90
1997 03 07 12	41126.40	0.00	482.40	0.00	7.64	7.64	651.02
1997 03 08 12	41472.00	0.00	468.72	0.00	12.62	12.62	955.82
1997 03 09 12	41472.00	0.00	449.92	0.00	16.01	16.01	1219.33
1997 03 10 12	41817.60	5.81	208.73	0.00	17.94	17.94	1687.15
1997 03 11 12	41817.60	0.08	476.75	0.00	18.10	18.10	1534.73
1997 03 12 12	41817.60	0.22	428.28	0.00	15.56	15.56	1158.20
1997 03 13 12	42163.20	16.45	244.49	0.00	15.51	15.51	1393.97
1997 03 14 12	42163.20	4.33	306.10	0.00	17.23	17.23	1705.05
1997 03 15 12	42163.20	0.00	501.42	0.00	5.91	5.91	716.98
1997 03 16 12	42508.80	0.00	502.57	0.00	5.22	5.22	552.33
1997 03 17 12	42508.80	0.01	123.07	0.00	8.20	8.20	750.72
1997 03 18 12	42844.83	1.28	405.47	0.00	15.31	15.31	1350.89
1997 03 19 12	42854.40	8.25	315.48	0.00	18.82	18.82	1835.00
1997 03 20 12	42854.40	0.02	494.47	0.00	14.75	14.75	1371.46
1997 03 21 12	43200.00	0.02	496.75	0.00	14.90	14.90	1180.25
1997 03 22 12	43200.00	0.00	500.10	0.00	15.84	15.84	1245.86
1997 03 23 12	43200.00	0.00	516.85	0.00	11.66	11.66	935.93
1997 03 24 12	43545.60	0.00	511.47	0.00	12.61	12.61	860.00
1997 03 25 12	43545.60	0.69	432.92	0.00	16.14	16.14	1365.13
1997 03 26 12	43555.17	7.62	324.54	0.00	16.77	16.77	1586.25
1997 03 27 12	43891.20	0.00	503.24	0.00	13.93	13.93	1030.17
1997 03 28 12	43891.20	0.59	391.87	0.00	18.73	18.73	1717.16
1997 03 29 12	44236.80	0.58	515.66	0.00	19.55	19.55	1674.25
1997 03 30 12	44236.80	0.06	396.73	0.00	16.15	16.15	1225.28
1997 03 31 12	44236.80	0.00	530.93	0.00	11.63	11.63	913.67
1997 04 01 12	44582.40	0.00	324.84	0.00	9.55	9.55	723.87
1997 04 02 12	44582.40	0.00	387.41	0.00	12.03	12.03	764.69
1997 04 03 12	44582.40	0.00	505.97	0.00	15.91	15.91	895.08
1997 04 04 12	44928.00	3.71	204.34	0.00	15.88	15.88	1361.04
1997 04 05 12	44928.00	22.63	206.74	0.00	18.14	18.14	1912.82
1997 04 06 12	45273.60	4.16	490.75	0.00	19.62	19.62	1872.03
1997 04 07 12	45273.60	0.00	522.59	0.00	12.74	12.74	990.49
1997 04 08 12	45273.60	0.00	337.55	0.00	9.99	9.99	759.27
1997 04 09 12	45619.20	0.00	426.37	0.00	11.84	11.84	961.55
1997 04 10 12	45619.20	2.25	519.02	0.00	10.19	10.19	812.00
1997 04 11 12	45619.20	6.39	330.55	0.00	14.09	14.09	1224.29
1997 04 12 12	45964.80	9.13	317.18	0.00	17.70	17.70	1767.62
1997 04 13 12	45964.80	0.00	506.66	0.00	9.57	9.57	942.31
1997 04 14 12	45974.37	0.00	501.90	0.00	7.38	7.38	722.34
1997 04 15 12	46310.40	0.00	529.10	0.00	10.57	10.57	840.85
1997 04 16 12	46310.40	0.00	527.81	0.00	14.87	14.87	929.89
1997 04 17 12	46502.57	0.02	527.80	0.00	12.75	12.75	958.80
1997 04 18 12	46656.00	0.00	532.49	0.00	7.87	7.87	710.13
1997 04 19 12	46656.00	0.09	514.56	0.00	13.62	13.62	1120.36
1997 04 20 12	46984.59	0.04	457.41	0.00	17.23	17.23	1496.86
1997 04 21 12	47001.60	0.92	378.76	0.00	20.70	20.70	1866.48
1997 04 22 12	47001.60	8.74	301.26	0.00	20.67	20.67	1942.61
1997 04 23 12	47330.19	0.52	361.63	0.00	14.60	14.60	1360.74
1997 04 24 12	47347.20	0.00	495.46	0.00	12.31	12.31	1004.60
1997 04 25 12	47347.20	1.05	251.97	0.00	14.66	14.66	1094.96
1997 04 26 12	47675.79	6.37	157.63	0.00	13.05	13.05	1303.35
1997 04 27 12	47692.80	42.73	271.35	0.00	16.32	16.32	1733.65
1997 04 28 12	47692.80	6.32	341.14	0.00	18.21	18.21	1803.21
1997 04 29 12	47959.74	0.75	472.64	0.00	16.98	16.98	1538.02
1997 04 30 12	48038.40	0.00	515.17	0.00	19.26	19.26	1675.87
1997 05 01 12	48038.40	1.71	481.33	0.00	18.22	18.22	1761.44
1997 05 02 12	48161.31	0.27	440.85	0.00	17.69	17.69	1604.10
1997 05 03 12	48384.00	44.64	515.01	0.00	20.36	20.36	1919.21
1997 05 04 12	48384.00	0.00	595.67	0.00	13.72	13.72	1062.02
1997 05 05 12	48393.57	0.00	572.43	0.00	14.76	14.76	1011.97
1997 05 06 12	48729.60	0.00	559.58	0.00	18.22	18.22	1600.53
1997 05 07 12	48729.60	0.00	571.85	0.00	19.40	19.40	1522.07
1997 05 08 12	48729.60	0.00	427.90	0.00	20.97	20.97	1945.23
1997 05 09 12	48996.54	8.59	321.70	0.00	19.80	19.80	1929.94
1997 05 10 12	49075.20	0.00	601.05	0.00	13.62	13.62	1078.64
1997 05 11 12	49075.20	0.00	587.56	0.00	15.62	15.62	1054.01
1997 05 12 12	49084.77	0.00	566.61	0.00	17.17	17.17	1240.95
1997 05 13 12	49420.80	1.06	587.05	0.00	16.13	16.13	1235.03
1997 05 14 12	49420.80	0.32	457.31	0.00	17.25	17.25	1436.26
1997 05 15 12	49420.80	0.06	394.77	0.00	19.84	19.84	1659.93
1997 05 16 12	49481.41	0.00	593.17	0.00	16.41	16.41	1168.95
1997 05 17 12	49766.40	0.00	586.17	0.00	18.54	18.54	1299.34
1997 05 18 12	49766.40	0.00	552.59	0.00	21.36	21.36	1850.80
1997 05 19 12	49766.40	1.45	442.71	0.00	22.87	22.87	2242.47
1997 05 20 12	49775.97	1.22	402.91	0.00	22.57	22.57	2270.89
1997 05 21 12	50094.99	0.33	288.93	0.00	19.89	19.89	1818.65
1997 05 22 12	50112.00	0.00	564.14	0.00	16.76	16.76	1310.35
1997 05 23 12	50112.00	1.21	350.39	0.00	18.90	18.90	1610.58
1997 05 24 12	50112.00	0.17	314.86	0.00	22.58	22.58	2286.94
1997 05 25 12	50234.91	26.32	350.78	0.00	22.37	22.37	2296.20
1997 05 26 12	50457.60	0.01	392.36	0.00	24.20	24.20	2558.31
1997 05 27 12	50457.60	28.69	353.87	0.00	25.01	25.01	2630.07
1997 05 28 12	50457.60	7.60	405.63	0.00	22.68	22.68	2289.94
1997 05 29 12	50457.60	16.69	338.48	0.00	18.88	18.88	1930.20
1997 05 30 12	50467.17	1.01	326.01	0.00	19.31	19.31	1978.40
1997 05 31 12	50724.54	60.30	254.00	0.00	20.14	20.14	2132.19
1997 06 01 12	50803.20	6.19	350.81	0.00	18.13	18.13	1796.65
1997 06 02 12	50803.20	10.01	291.84	0.00	17.48	17.48	1749.67
1997 06 03 12	50803.20	0.04	469.12	0.00	18.59	18.59	1800.35
1997 06 04 12	50803.20	0.64	366.63	0.00	21.48	21.48	2016.56
1997 06 05 12	50803.20	22.65	387.71	0.00	20.84	20.84	2061.42
1997 06 06 12	50812.77	2.11	445.25	0.00	20.20	20.20	1938.80
1997 06 07 12	50995.38	16.94	465.28	0.00	20.05	20.05	1949.44
1997 06 08 12	51131.79	2.18	470.48	0.00	20.79	20.79	2014.99
1997 06 09 12	51148.80	1.13	302.12	0.00	22.42	22.42	2285.95
1997 06 10 12	51148.80	2.59	335.71	0.00	21.77	21.77	2205.42
1997 06 11 12	51148.80	11.09	338.49	0.00	21.35	21.35	2186.25
1997 06 12 12	51148.80	3.02	337.59	0.00	23.47	23.47	2434.73
1997 06 13 12	51148.80	0.46	495.16	0.00	25.81	25.81	2739.96
1997 06 14 12	51148.80	16.69	400.67	0.00	26.22	26.22	2783.37
1997 06 15 12	51148.80	0.00	538.75	0.00	23.74	23.74	2336.50
1997 06 16 12	51148.80	8.89	323.35	0.00	25.00	25.00	2594.04
1997 06 17 12	51148.80	7.69	321.46	0.00	25.09	25.09	2744.91
1997 06 18 12	51148.80	0.14	382.99	0.00	24.04	24.04	2522.18
1997 06 19 12	51148.80	1.11	474.80	0.00	25.74	25.74	2581.29
1997 06 20 12	51148.80	0.00	384.12	0.00	24.64	24.64	2580.91
1997 06 21 12	51148.80	9.09	369.32	0.00	25.62	25.62	2689.44
1997 06 22 12	51148.80	17.35	386.29	0.00	26.41	26.41	2885.26
1997 06 23 12	51148.80	0.11	344.91	0.00	27.81	27.81	2897.21
1997 06 24 12	51148.80	3.60	424.33	0.00	27.08	27.08	2697.52
1997 06 25 12	51148.80	5.38	314.55	0.00	25.41	25.41	2687.99
1997 06 26 12	51148.80	2.55	316.05	0.00	24.10	24.10	2536.10
1997 06 27 12	51148.80	17.52	333.66	0.00	25.14	25.14	2621.04
1997 06 28 12	51148.80	0.89	369.49	0.00	26.20	26.20	2648.99
1997 06 29 12	51148.80	21.22	345.61	0.00	26.00	26.00	2731.10
1997 06 30 12	51148.80	7.93	313.04	0.00	24.92	24.92	2671.73
1997 07 01 12	51148.80	11.95	338.88	0.00	26.99	26.99	3059.15
1997 07 02 12	51148.80	0.04	599.70	0.00	29.42	29.42	3303.35
1997 07 03 12	51148.80	0.00	629.93	0.00	29.90	29.90	3341.48
1997 07 04 12	51148.80	0.00	602.82	0.00	30.85	30.85	3330.25
1997 07 05 12	51070.14	14.40	626.81	0.00	26.77	26.77	2749.14
1997 07 06 12	50926.11	0.00	588.25	0.00	23.35	23.35	2218.05
1997 07 07 12	50803.20	1.67	473.93	0.00	26.19	26.19	2512.09
1997 07 08 12	50803.20	8.01	364.73	0.00	26.06	26.06	2651.57
1997 07 09 12	50803.20	8.38	438.80	0.00	25.96	25.96	2701.77
1997 07 10 12	50803.20	23.04	397.44	0.00	26.88	26.88	2754.08
1997 07 11 12	50803.20	0.12	512.79	0.00	27.41	27.41	2763.02
1997 07 12 12	50786.19	0.22	499.44	0.00	28.17	28.17	2767.77
1997 07 13 12	50580.52	0.00	465.92	0.00	27.61	27.61	2732.01
1997 07 14 12	50457.60	0.00	543.78	0.00	27.74	27.74	2750.86
1997 07 15 12	50457.60	0.00	443.31	0.00	28.28	28.28	2930.13
1997 07 16 12	50457.60	0.00	347.96	0.00	27.58	27.58	2864.82
1997 07 17 12	50457.60	0.10	383.42	0.00	27.65	27.65	2871.67
1997 07 18 12	50378.94	0.56	508.40	0.00	26.83	26.83	2769.34
1997 07 19 12	50121.57	0.00	559.65	0.00	28.01	28.01	2784.75
1997 07 20 12	50112.00	10.73	485.17	0.00	28.19	28.19	2897.41
1997 07 21 12	50112.00	10.91	372.87	0.00	26.87	26.87	2860.93
1997 07 22 12	50112.00	30.69	383.33	0.00	26.05	26.05	2801.62
1997 07 23 12	49958.57	3.49	384.15	0.00	27.14	27.14	2919.36
1997 07 24 12	49766.40	8.00	494.67	0.00	28.60	28.60	3032.46
1997 07 25 12	49766.40	0.00	644.62	0.00	29.33	29.33	2873.07
1997 07 26 12	49766.40	0.02	507.31	0.00	29.20	29.20	2872.18
1997 07 27 12	49687.74	0.00	449.19	0.00	30.55	30.55	3151.03
