  33.71
 165.00
 577320463
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1994 11 26 12	35942.40	19.74	191.51	0.00	7.12	7.12	764.55
1994 11 27 12	35942.40	29.58	188.12	0.00	11.46	11.46	1065.22
1994 11 28 12	35942.40	8.41	249.36	0.00	15.65	15.65	1204.14
1994 11 29 12	35819.48	0.12	307.66	0.00	10.62	10.62	823.79
1994 11 30 12	35613.81	0.00	318.76	0.00	6.51	6.51	618.64
1994 12 01 12	35596.80	0.00	329.62	0.00	5.57	5.57	553.73
1994 12 02 12	35596.80	0.00	339.52	0.00	5.66	5.66	532.34
1994 12 03 12	35596.80	35.84	249.25	0.00	8.11	8.11	693.10
1994 12 04 12	35596.80	21.60	165.11	0.00	13.15	13.15	1157.86
1994 12 05 12	35596.80	3.73	146.61	0.00	16.27	16.27	1466.51
1994 12 06 12	35473.89	0.17	133.40	0.00	14.34	14.34	1328.03
1994 12 07 12	35329.86	0.13	185.28	0.00	12.77	12.77	1178.11
1994 12 08 12	35251.20	0.05	187.40	0.00	13.40	13.40	1240.80
1994 12 09 12	35251.20	6.07	134.33	0.00	14.58	14.58	1376.78
1994 12 10 12	35251.20	16.69	141.09	0.00	15.56	15.56	1352.50
1994 12 11 12	35251.20	4.89	325.56	0.00	8.16	8.16	693.02
1994 12 12 12	35251.20	0.00	283.11	0.00	2.99	2.99	488.60
1994 12 13 12	35251.20	0.00	316.85	0.00	2.89	2.89	495.59
1994 12 14 12	35251.20	0.00	314.86	0.00	5.02	5.02	575.59
1994 12 15 12	35251.20	1.85	202.25	0.00	7.08	7.08	727.31
1994 12 16 12	35251.20	3.33	143.62	0.00	7.94	7.94	875.27
1994 12 17 12	35251.20	1.12	65.22	0.00	10.08	10.08	1026.01
1994 12 18 12	35251.20	0.07	306.76	0.00	6.37	6.37	675.24
1994 12 19 12	35251.20	0.00	321.18	0.00	4.96	4.96	533.85
1994 12 20 12	35251.20	0.00	323.11	0.00	5.03	5.03	527.95
1994 12 21 12	35251.20	0.13	293.39	0.00	6.03	6.03	607.63
1994 12 22 12	35251.20	12.63	226.52	0.00	10.79	10.79	872.52
1994 12 23 12	35251.20	4.20	184.62	0.00	10.81	10.81	956.70
1994 12 24 12	35251.20	0.00	273.51	0.00	8.09	8.09	806.47
1994 12 25 12	35251.20	0.00	273.46	0.00	8.12	8.12	765.11
1994 12 26 12	35251.20	0.00	307.38	0.00	6.26	6.26	644.06
1994 12 27 12	35251.20	0.00	322.41	0.00	6.56	6.56	610.19
1994 12 28 12	35251.20	0.00	328.18	0.00	8.50	8.50	643.81
1994 12 29 12	35251.20	12.63	242.07	0.00	9.45	9.45	714.83
1994 12 30 12	35251.20	4.29	234.10	0.00	10.25	10.25	833.44
1994 12 31 12	35251.20	0.19	146.91	0.00	9.23	9.23	906.13
1995 01 01 12	35251.20	0.22	88.61	0.00	8.58	8.58	900.62
1995 01 02 12	35251.20	0.06	333.31	0.00	4.14	4.14	537.30
1995 01 03 12	35268.21	0.00	259.07	0.00	1.60	1.60	463.18
1995 01 04 12	35404.62	0.00	267.03	0.00	1.12	1.12	463.28
1995 01 05 12	35536.19	0.03	308.16	0.00	-1.74	-1.74	341.53
1995 01 06 12	35596.80	20.13	278.75	0.00	-1.72	-1.72	387.06
1995 01 07 12	35596.80	6.71	343.09	0.00	6.29	6.29	647.87
1995 01 08 12	35596.80	0.00	338.76	0.00	1.86	1.86	468.18
1995 01 09 12	35596.80	0.00	380.48	0.00	2.87	2.87	478.56
1995 01 10 12	35596.80	1.20	296.65	0.00	6.46	6.46	595.23
1995 01 11 12	35675.46	2.18	292.13	0.00	9.48	9.48	821.01
1995 01 12 12	35932.83	1.48	169.83	0.00	16.51	16.51	1459.17
1995 01 13 12	35942.40	22.29	197.25	0.00	17.23	17.23	1537.81
1995 01 14 12	35942.40	8.45	186.41	0.00	16.35	16.35	1391.50
1995 01 15 12	35942.40	0.65	214.62	0.00	12.37	12.37	1038.91
1995 01 16 12	35942.40	0.09	139.76	0.00	7.61	7.61	805.03
1995 01 17 12	36165.09	0.00	325.45	0.00	4.31	4.31	605.19
1995 01 18 12	36288.00	10.19	259.81	0.00	6.52	6.52	652.69
1995 01 19 12	36288.00	3.49	266.60	0.00	10.13	10.13	811.44
1995 01 20 12	36288.00	0.03	270.75	0.00	7.93	7.93	736.48
1995 01 21 12	36305.01	0.00	338.77	0.00	4.19	4.19	550.13
1995 01 22 12	36624.03	5.11	270.80	0.00	3.01	3.01	459.15
1995 01 23 12	36633.60	1.99	269.43	0.00	1.57	1.57	432.02
1995 01 24 12	36633.60	0.10	342.42	0.00	-0.55	-0.55	378.76
1995 01 25 12	36633.60	0.00	376.37	0.00	1.27	1.27	405.57
1995 01 26 12	36918.59	0.02	351.87	0.00	5.55	5.55	516.33
1995 01 27 12	36979.20	24.53	279.02	0.00	7.52	7.52	653.92
1995 01 28 12	36979.20	8.46	185.08	0.00	10.80	10.80	966.34
1995 01 29 12	36979.20	0.10	357.50	0.00	12.43	12.43	944.54
1995 01 30 12	37315.23	0.00	320.59	0.00	5.03	5.03	573.25
1995 01 31 12	37324.80	0.00	357.18	0.00	0.67	0.67	412.88
1995 02 01 12	37324.80	0.00	396.25	0.00	1.04	1.04	393.52
1995 02 02 12	37403.46	0.00	400.03	0.00	6.11	6.11	535.60
1995 02 03 12	37670.40	0.38	291.93	0.00	11.64	11.64	753.77
1995 02 04 12	37670.40	0.27	310.85	0.00	10.86	10.86	705.29
1995 02 05 12	37670.40	0.05	342.72	0.00	5.41	5.41	531.32
1995 02 06 12	38006.43	2.14	333.20	0.00	-0.63	-0.63	342.07
1995 02 07 12	38016.00	0.73	423.15	0.00	-1.18	-1.18	325.78
1995 02 08 12	38016.00	0.01	403.78	0.00	-0.42	-0.42	348.19
1995 02 09 12	38238.69	6.56	327.53	0.00	-4.24	-4.24	262.94
1995 02 10 12	38361.60	15.12	341.40	0.00	-3.75	-3.75	316.33
1995 02 11 12	38361.60	5.14	282.19	0.00	3.93	3.93	561.07
1995 02 12 12	38440.26	0.28	416.24	0.00	0.12	0.12	395.78
1995 02 13 12	38707.20	2.21	313.20	0.00	-1.24	-1.24	375.64
1995 02 14 12	38707.20	1.07	288.62	0.00	1.35	1.35	500.63
1995 02 15 12	38724.21	7.07	343.28	0.00	6.18	6.18	736.59
1995 02 16 12	39052.80	31.64	274.31	0.00	14.94	14.94	1210.36
1995 02 17 12	39052.80	12.50	342.05	0.00	12.17	12.17	932.87
1995 02 18 12	39069.81	1.55	178.32	0.00	8.57	8.57	851.85
1995 02 19 12	39398.40	1.55	236.60	0.00	9.34	9.34	939.32
1995 02 20 12	39398.40	0.44	317.95	0.00	9.36	9.36	900.70
1995 02 21 12	39415.41	0.00	421.86	0.00	11.35	11.35	887.67
1995 02 22 12	39744.00	0.00	447.21	0.00	7.89	7.89	641.86
1995 02 23 12	39744.00	0.00	457.93	0.00	9.48	9.48	687.24
1995 02 24 12	39897.43	0.00	431.16	0.00	14.18	14.18	904.25
1995 02 25 12	40089.60	0.00	451.29	0.00	7.12	7.12	597.29
1995 02 26 12	40089.60	0.24	356.81	0.00	7.54	7.54	594.61
1995 02 27 12	40425.63	33.51	346.93	0.00	11.11	11.11	794.01
1995 02 28 12	40435.20	17.65	159.84	0.00	14.55	14.55	1180.85
1995 03 01 12	40435.20	2.17	352.64	0.00	10.65	10.65	931.23
1995 03 02 12	40780.80	0.67	224.07	0.00	5.80	5.80	693.87
1995 03 03 12	40780.80	1.12	269.95	0.00	5.33	5.33	678.79
1995 03 04 12	40780.80	9.73	193.42	0.00	5.29	5.29	713.94
1995 03 05 12	41126.40	25.44	301.91	0.00	8.25	8.25	882.39
1995 03 06 12	41126.40	23.42	197.79	0.00	13.57	13.57	1292.29
1995 03 07 12	41126.40	29.27	239.16	0.00	17.63	17.63	1514.86
1995 03 08 12	41472.00	8.03	489.17	0.00	11.98	11.98	832.57
1995 03 09 12	41472.00	0.02	414.84	0.00	4.94	4.94	542.12
1995 03 10 12	41817.60	0.00	475.53	0.00	3.58	3.58	527.79
1995 03 11 12	41817.60	0.00	510.70	0.00	6.66	6.66	572.29
1995 03 12 12	41817.60	0.00	512.18	0.00	9.44	9.44	656.24
1995 03 13 12	42163.20	0.00	507.85	0.00	12.13	12.13	806.11
1995 03 14 12	42163.20	0.00	482.22	0.00	16.24	16.24	1138.32
1995 03 15 12	42163.20	18.16	312.44	0.00	18.13	18.13	1435.44
1995 03 16 12	42508.80	10.36	244.71	0.00	16.77	16.77	1411.41
1995 03 17 12	42508.80	2.74	330.16	0.00	14.98	14.98	1219.43
1995 03 18 12	42844.83	0.43	389.28	0.00	14.38	14.38	1143.67
1995 03 19 12	42854.40	0.00	517.76	0.00	14.19	14.19	965.36
1995 03 20 12	42854.40	0.57	410.35	0.00	16.15	16.15	1018.01
1995 03 21 12	43200.00	0.19	507.92	0.00	16.89	16.89	1106.36
1995 03 22 12	43200.00	0.00	502.20	0.00	17.75	17.75	1228.47
1995 03 23 12	43200.00	0.00	490.42	0.00	19.61	19.61	1375.81
1995 03 24 12	43545.60	0.00	512.10	0.00	19.59	19.59	1241.52
1995 03 25 12	43545.60	0.00	516.58	0.00	15.16	15.16	1000.61
1995 03 26 12	43555.17	11.04	396.29	0.00	15.80	15.80	1105.34
1995 03 27 12	43891.20	9.09	364.53	0.00	19.64	19.64	1378.29
1995 03 28 12	43891.20	1.80	529.03	0.00	16.03	16.03	1063.40
1995 03 29 12	44236.80	0.00	510.60	0.00	14.95	14.95	1038.56
1995 03 30 12	44236.80	0.00	401.39	0.00	14.48	14.48	1129.94
1995 03 31 12	44236.80	0.00	464.35	0.00	13.77	13.77	1046.05
1995 04 01 12	44582.40	0.00	522.20	0.00	10.58	10.58	796.15
1995 04 02 12	44582.40	0.00	535.14	0.00	9.75	9.75	731.49
1995 04 03 12	44582.40	0.00	556.35	0.00	11.55	11.55	771.86
1995 04 04 12	44928.00	0.07	496.82	0.00	14.23	14.23	912.82
1995 04 05 12	44928.00	0.02	486.81	0.00	15.82	15.82	1099.36
1995 04 06 12	45273.60	0.00	500.75	0.00	14.73	14.73	1058.83
1995 04 07 12	45273.60	0.00	546.83	0.00	15.35	15.35	1024.73
1995 04 08 12	45273.60	0.00	546.15	0.00	17.13	17.13	1099.93
1995 04 09 12	45619.20	0.00	541.11	0.00	17.92	17.92	1188.73
1995 04 10 12	45619.20	0.15	395.75	0.00	19.71	19.71	1386.88
1995 04 11 12	45619.20	23.90	396.64	0.00	20.35	20.35	1411.66
1995 04 12 12	45964.80	8.24	329.07	0.00	17.16	17.16	1277.10
1995 04 13 12	45964.80	0.10	540.77	0.00	15.18	15.18	1052.96
1995 04 14 12	45974.37	0.00	555.44	0.00	13.71	13.71	904.62
1995 04 15 12	46310.40	0.00	570.03	0.00	14.68	14.68	928.13
1995 04 16 12	46310.40	0.00	564.49	0.00	17.06	17.06	1074.47
1995 04 17 12	46502.57	0.00	534.59	0.00	18.86	18.86	1332.26
1995 04 18 12	46656.00	0.00	440.12	0.00	21.85	21.85	1761.93
1995 04 19 12	46656.00	6.20	331.53	0.00	22.69	22.69	1934.71
1995 04 20 12	46984.59	38.18	284.60	0.00	22.75	22.75	1987.62
1995 04 21 12	47001.60	13.12	325.54	0.00	21.47	21.47	1872.34
1995 04 22 12	47001.60	37.20	330.93	0.00	21.29	21.29	1797.20
1995 04 23 12	47330.19	15.71	206.28	0.00	18.80	18.80	1591.75
1995 04 24 12	47347.20	1.14	529.19	0.00	14.81	14.81	1109.55
1995 04 25 12	47347.20	0.00	539.85	0.00	12.32	12.32	904.36
1995 04 26 12	47675.79	0.00	574.32	0.00	13.29	13.29	930.42
1995 04 27 12	47692.80	0.00	565.10	0.00	15.68	15.68	1045.16
1995 04 28 12	47692.80	0.00	560.25	0.00	15.44	15.44	1032.93
1995 04 29 12	47959.74	0.15	462.90	0.00	14.57	14.57	1004.75
1995 04 30 12	48038.40	0.67	455.03	0.00	16.00	16.00	1134.18
1995 05 01 12	48038.40	3.81	317.86	0.00	18.96	18.96	1472.19
1995 05 02 12	48161.31	1.20	526.71	0.00	17.19	17.19	1244.17
1995 05 03 12	48384.00	0.58	402.97	0.00	13.40	13.40	995.67
1995 05 04 12	48384.00	14.52	412.95	0.00	13.65	13.65	1061.22
1995 05 05 12	48393.57	4.78	476.83	0.00	17.08	17.08	1318.21
1995 05 06 12	48729.60	0.00	529.02	0.00	17.28	17.28	1289.21
1995 05 07 12	48729.60	0.00	506.67	0.00	17.01	17.01	1310.95
1995 05 08 12	48729.60	0.03	493.36	0.00	20.06	20.06	1526.76
1995 05 09 12	48996.54	0.05	455.16	0.00	22.49	22.49	1790.99
1995 05 10 12	49075.20	0.59	394.47	0.00	24.55	24.55	2093.59
1995 05 11 12	49075.20	0.19	455.74	0.00	23.42	23.42	1915.64
1995 05 12 12	49084.77	0.00	545.29	0.00	20.08	20.08	1494.63
1995 05 13 12	49420.80	0.00	542.93	0.00	20.00	20.00	1608.59
1995 05 14 12	49420.80	0.00	407.16	0.00	25.32	25.32	2314.83
1995 05 15 12	49420.80	1.93	342.55	0.00	25.64	25.64	2307.60
1995 05 16 12	49481.41	0.64	503.04	0.00	25.01	25.01	2115.73
1995 05 17 12	49766.40	0.00	490.65	0.00	25.44	25.44	2191.54
1995 05 18 12	49766.40	8.27	321.19	0.00	25.58	25.58	2265.06
1995 05 19 12	49766.40	2.83	478.35	0.00	23.28	23.28	1826.74
1995 05 20 12	49775.97	0.02	543.03	0.00	17.74	17.74	1294.36
1995 05 21 12	50094.99	0.00	561.54	0.00	18.02	18.02	1269.68
1995 05 22 12	50112.00	0.00	578.18	0.00	19.11	19.11	1321.69
1995 05 23 12	50112.00	0.00	561.83	0.00	21.54	21.54	1529.26
1995 05 24 12	50112.00	0.00	556.08	0.00	23.01	23.01	1681.75
1995 05 25 12	50234.91	0.06	462.30	0.00	23.89	23.89	1835.95
1995 05 26 12	50457.60	1.26	381.00	0.00	24.09	24.09	1966.61
1995 05 27 12	50457.60	0.42	492.97	0.00	24.95	24.95	2064.64
1995 05 28 12	50457.60	5.74	349.70	0.00	25.24	25.24	2148.40
1995 05 29 12	50457.60	3.59	340.23	0.00	22.74	22.74	1922.32
1995 05 30 12	50467.17	0.56	461.92	0.00	22.55	22.55	1894.95
1995 05 31 12	50724.54	24.38	337.54	0.00	23.09	23.09	2008.20
1995 06 01 12	50803.20	10.03	292.19	0.00	22.74	22.74	2032.33
1995 06 02 12	50803.20	0.78	405.12	0.00	22.47	22.47	1920.59
1995 06 03 12	50803.20	0.05	519.65	0.00	22.65	22.65	1795.03
1995 06 04 12	50803.20	0.00	546.81	0.00	23.83	23.83	1820.09
1995 06 05 12	50803.20	0.00	518.41	0.00	25.16	25.16	1967.91
1995 06 06 12	50812.77	9.04	375.98	0.00	24.47	24.47	1983.23
1995 06 07 12	50995.38	3.01	522.74	0.00	25.06	25.06	1971.19
1995 06 08 12	51131.79	0.00	506.09	0.00	25.45	25.45	2045.69
1995 06 09 12	51148.80	0.00	513.66	0.00	26.73	26.73	2185.99
1995 06 10 12	51148.80	11.18	379.90	0.00	27.15	27.15	2305.23
1995 06 11 12	51148.80	29.74	378.07	0.00	27.51	27.51	2290.92
1995 06 12 12	51148.80	8.67	521.65	0.00	25.13	25.13	1860.30
1995 06 13 12	51148.80	0.00	539.12	0.00	18.90	18.90	1319.14
1995 06 14 12	51148.80	0.00	577.23	0.00	17.71	17.71	1189.45
1995 06 15 12	51148.80	0.00	582.07	0.00	18.70	18.70	1250.82
1995 06 16 12	51148.80	0.35	453.58	0.00	20.70	20.70	1445.88
1995 06 17 12	51148.80	0.15	505.71	0.00	22.24	22.24	1564.92
1995 06 18 12	51148.80	0.01	548.43	0.00	22.51	22.51	1602.84
1995 06 19 12	51148.80	13.74	410.09	0.00	22.21	22.21	1630.93
1995 06 20 12	51148.80	4.58	531.03	0.00	21.90	21.90	1616.95
1995 06 21 12	51148.80	0.00	433.72	0.00	21.04	21.04	1693.23
1995 06 22 12	51148.80	0.00	516.11	0.00	22.22	22.22	1760.10
1995 06 23 12	51148.80	0.00	519.01	0.00	23.66	23.66	1871.59
1995 06 24 12	51148.80	0.84	415.37	0.00	24.80	24.80	2020.82
1995 06 25 12	51148.80	1.96	375.77	0.00	25.03	25.03	2088.91
1995 06 26 12	51148.80	0.56	472.05	0.00	25.51	25.51	2073.48
1995 06 27 12	51148.80	0.00	534.47	0.00	23.63	23.63	1813.39
1995 06 28 12	51148.80	9.42	408.38	0.00	24.49	24.49	1866.63
1995 06 29 12	51148.80	3.14	441.06	0.00	22.25	22.25	1780.59
1995 06 30 12	51148.80	4.55	408.48	0.00	23.21	23.21	1873.96
1995 07 01 12	51148.80	2.35	369.35	0.00	25.14	25.14	2092.25
1995 07 02 12	51148.80	0.35	470.66	0.00	23.73	23.73	1962.70
1995 07 03 12	51148.80	4.78	372.67	0.00	24.17	24.17	2035.14
1995 07 04 12	51148.80	2.69	371.19	0.00	25.06	25.06	2215.27
1995 07 05 12	51070.14	6.52	288.17	0.00	27.24	27.24	2545.73
1995 07 06 12	50926.11	2.05	477.86	0.00	25.54	25.54	2186.53
1995 07 07 12	50803.20	0.00	478.46	0.00	25.13	25.13	2116.22
1995 07 08 12	50803.20	7.09	380.57	0.00	25.41	25.41	2126.33
1995 07 09 12	50803.20	11.55	342.02	0.00	23.88	23.88	2038.77
1995 07 10 12	50803.20	3.07	493.15	0.00	24.34	24.34	2032.45
1995 07 11 12	50803.20	0.00	520.67	0.00	25.71	25.71	2108.00
1995 07 12 12	50786.19	0.00	502.62	0.00	27.49	27.49	2324.46
1995 07 13 12	50580.52	3.54	386.40	0.00	28.39	28.39	2428.82
1995 07 14 12	50457.60	5.18	385.22	0.00	28.07	28.07	2379.71
1995 07 15 12	50457.60	6.39	401.19	0.00	27.55	27.55	2349.43
1995 07 16 12	50457.60	1.68	499.68	0.00	27.73	27.73	2399.39
1995 07 17 12	50457.60	1.82	363.65	0.00	28.50	28.50	2558.27
1995 07 18 12	50378.94	0.61	493.76	0.00	28.34	28.34	2434.25
1995 07 19 12	50121.57	0.00	514.46	0.00	27.51	27.51	2237.36
1995 07 20 12	50112.00	2.20	406.63	0.00	26.15	26.15	2037.85
1995 07 21 12	50112.00	2.01	426.47	0.00	26.31	26.31	2089.35
1995 07 22 12	50112.00	1.39	344.55	0.00	27.18	27.18	2336.61
1995 07 23 12	49958.57	0.32	493.41	0.00	27.83	27.83	2327.56
1995 07 24 12	49766.40	0.00	498.29	0.00	28.54	28.54	2383.11
1995 07 25 12	49766.40	3.18	371.55	0.00	28.86	28.86	2477.33
1995 07 26 12	49766.40	3.02	385.62	0.00	28.83	28.83	2399.77
1995 07 27 12	49687.74	0.65	493.17	0.00	28.28	28.28	2324.78
1995 07 28 12	49420.80	3.39	377.30	0.00	28.01	28.01	2324.12
1995 07 29 12	49420.80	1.37	465.94	0.00	27.12	27.12	2143.13
1995 07 30 12	49420.80	0.09	465.07	0.00	27.28	27.28	2160.33
1995 07 31 12	49267.38	0.58	381.57	0.00	27.28	27.28	2221.80
1995 08 01 12	49075.20	0.19	500.85	0.00	27.35	27.35	2190.06
1995 08 02 12	49075.20	0.00	512.31	0.00	27.51	27.51	2178.53
1995 08 03 12	49075.20	13.50	384.88	0.00	27.63	27.63	2275.10
1995 08 04 12	48739.17	17.51	278.60	0.00	27.59	27.59	2568.13
1995 08 05 12	48729.60	11.01	166.53	0.00	25.90	25.90	2666.81
1995 08 06 12	48729.60	2.58	240.20	0.00	26.25	26.25	2682.67
1995 08 07 12	48650.94	0.42	365.22	0.00	27.11	27.11	2583.81
1995 08 08 12	48384.00	0.39	328.94	0.00	27.41	27.41	2530.90
1995 08 09 12	48384.00	0.73	355.86	0.00	27.44	27.44	2409.67
1995 08 10 12	48384.00	0.21	457.09	0.00	26.48	26.48	2255.47
1995 08 11 12	48038.40	1.28	378.56	0.00	26.52	26.52	2318.62
1995 08 12 12	48038.40	1.84	379.68	0.00	27.52	27.52	2424.99
1995 08 13 12	48038.40	1.62	362.66	0.00	28.29	28.29	2510.00
1995 08 14 12	47692.80	0.40	433.25	0.00	29.05	29.05	2553.91
1995 08 15 12	47692.80	0.01	476.17	0.00	29.12	29.12	2550.52
1995 08 16 12	47692.80	0.00	468.54	0.00	29.72	29.72	2643.31
1995 08 17 12	47347.20	0.00	469.64	0.00	30.08	30.08	2681.33
1995 08 18 12	47347.20	0.00	469.84	0.00	30.39	30.39	2711.58
1995 08 19 12	47347.20	0.00	469.63	0.00	30.56	30.56	2738.39
1995 08 20 12	47001.60	15.14	353.05	0.00	30.58	30.58	2773.43
1995 08 21 12	47001.60	6.22	351.99	0.00	28.55	28.55	2573.33
1995 08 22 12	47001.60	0.54	378.18	0.00	26.68	26.68	2415.31
1995 08 23 12	46656.00	0.05	469.23	0.00	26.93	26.93	2346.26
1995 08 24 12	46656.00	0.00	476.90	0.00	27.33	27.33	2327.21
1995 08 25 12	46656.00	0.02	397.48	0.00	26.93	26.93	2373.51
1995 08 26 12	46310.40	1.11	348.08	0.00	26.61	26.61	2403.55
1995 08 27 12	46310.40	0.37	454.15	0.00	27.40	27.40	2416.40
1995 08 28 12	46310.40	0.00	467.32	0.00	27.82	27.82	2387.32
1995 08 29 12	45964.80	0.00	494.02	0.00	27.95	27.95	2288.18
1995 08 30 12	45964.80	0.00	499.53	0.00	27.91	27.91	2202.39
1995 08 31 12	45964.80	0.00	493.44	0.00	28.30	28.30	2257.52
1995 09 01 12	45619.20	0.22	404.58	0.00	28.36	28.36	2296.32
1995 09 02 12	45619.20	0.07	510.35	0.00	26.86	26.86	1938.86
1995 09 03 12	45334.21	0.00	533.78	0.00	23.54	23.54	1544.21
1995 09 04 12	45273.60	0.00	528.43	0.00	22.21	22.21	1461.58
1995 09 05 12	45273.60	0.00	507.17	0.00	21.58	21.58	1469.10
1995 09 06 12	44928.00	0.00	527.35	0.00	21.98	21.98	1461.59
1995 09 07 12	44928.00	0.00	524.15	0.00	22.65	22.65	1485.90
1995 09 08 12	44928.00	0.00	514.87	0.00	23.47	23.47	1570.98
1995 09 09 12	44582.40	0.00	510.72	0.00	24.31	24.31	1646.04
1995 09 10 12	44582.40	0.00	485.09	0.00	24.55	24.55	1696.19
1995 09 11 12	44582.40	0.00	472.76	0.00	23.90	23.90	1715.95
1995 09 12 12	44236.80	0.08	407.19	0.00	25.13	25.13	1892.61
1995 09 13 12	44236.80	1.81	313.28	0.00	26.70	26.70	2220.66
1995 09 14 12	43891.20	0.82	341.71	0.00	26.57	26.57	2189.48
1995 09 15 12	43891.20	0.07	458.75	0.00	25.96	25.96	1993.58
1995 09 16 12	43891.20	8.10	340.96	0.00	25.99	25.99	2041.44
1995 09 17 12	43545.60	2.81	368.78	0.00	25.65	25.65	2041.80
1995 09 18 12	43545.60	0.04	441.32	0.00	23.52	23.52	1703.65
1995 09 19 12	43545.60	0.00	492.52	0.00	20.75	20.75	1369.79
1995 09 20 12	43200.00	16.51	362.93	0.00	21.33	21.33	1569.13
1995 09 21 12	43200.00	37.62	210.14	0.00	24.43	24.43	2123.41
1995 09 22 12	42854.40	11.13	320.91	0.00	21.18	21.18	1658.53
1995 09 23 12	42854.40	0.14	327.47	0.00	15.59	15.59	1240.33
1995 09 24 12	42854.40	0.00	432.81	0.00	15.93	15.93	1241.97
1995 09 25 12	42508.80	0.00	265.21	0.00	16.83	16.83	1422.55
1995 09 26 12	42508.80	0.00	290.26	0.00	16.88	16.88	1441.16
1995 09 27 12	42508.80	0.00	449.60	0.00	17.95	17.95	1319.56
1995 09 28 12	42163.20	0.00	471.21	0.00	18.55	18.55	1252.67
1995 09 29 12	42163.20	0.00	475.72	0.00	18.91	18.91	1276.05
1995 09 30 12	41817.60	0.04	354.51	0.00	20.28	20.28	1416.38
1995 10 01 12	41817.60	0.01	458.62	0.00	20.22	20.22	1406.81
1995 10 02 12	41817.60	10.28	335.87	0.00	21.26	21.26	1546.39
1995 10 03 12	41472.00	61.29	317.68	0.00	22.46	22.46	1772.14
1995 10 04 12	41472.00	66.57	80.13	0.00	21.96	21.96	2108.77
1995 10 05 12	41472.00	16.37	86.78	0.00	20.37	20.37	2085.62
1995 10 06 12	41126.40	0.20	354.42	0.00	20.13	20.13	1760.26
1995 10 07 12	41126.40	0.19	338.84	0.00	17.40	17.40	1283.69
1995 10 08 12	41065.79	0.06	449.60	0.00	15.44	15.44	1079.50
1995 10 09 12	40780.80	0.00	457.98	0.00	15.40	15.40	1067.13
1995 10 10 12	40780.80	0.00	455.99	0.00	17.04	17.04	1157.71
1995 10 11 12	40435.20	0.00	437.32	0.00	19.09	19.09	1340.90
1995 10 12 12	40435.20	0.00	429.15	0.00	19.67	19.67	1438.76
1995 10 13 12	40435.20	1.89	306.90	0.00	20.68	20.68	1616.16
1995 10 14 12	40089.60	5.74	231.56	0.00	21.33	21.33	1714.34
1995 10 15 12	40089.60	1.70	441.10	0.00	13.12	13.12	977.36
1995 10 16 12	40089.60	0.00	444.12	0.00	12.71	12.71	876.35
1995 10 17 12	39744.00	0.00	445.98	0.00	14.53	14.53	944.23
1995 10 18 12	39744.00	0.00	433.10	0.00	15.97	15.97	1052.72
1995 10 19 12	39744.00	0.02	379.52	0.00	17.16	17.16	1181.88
1995 10 20 12	39398.40	0.04	377.82	0.00	17.75	17.75	1162.64
1995 10 21 12	39398.40	0.01	433.15	0.00	11.75	11.75	783.53
1995 10 22 12	39398.40	0.00	433.51	0.00	10.64	10.64	726.59
1995 10 23 12	39052.80	0.58	324.96	0.00	12.33	12.33	800.78
1995 10 24 12	39052.80	0.41	352.21	0.00	14.38	14.38	898.81
1995 10 25 12	39052.80	0.07	420.78	0.00	12.22	12.22	781.21
1995 10 26 12	38707.20	0.33	329.77	0.00	11.47	11.47	791.41
1995 10 27 12	38707.20	18.56	293.87	0.00	14.38	14.38	1050.14
1995 10 28 12	38707.20	6.44	227.98	0.00	16.98	16.98	1280.85
1995 10 29 12	38361.60	0.10	403.27	0.00	10.98	10.98	819.62
1995 10 30 12	38361.60	0.00	390.68	0.00	10.51	10.51	798.65
1995 10 31 12	38361.60	0.08	253.86	0.00	12.52	12.52	1063.91
1995 11 01 12	38016.00	11.36	170.48	0.00	15.43	15.43	1415.78
1995 11 02 12	38016.00	15.84	155.24	0.00	17.67	17.67	1596.28
1995 11 03 12	38016.00	5.76	223.29	0.00	15.68	15.68	1249.67
1995 11 04 12	37749.06	2.30	276.80	0.00	7.05	7.05	665.98
1995 11 05 12	37670.40	0.57	349.94	0.00	5.33	5.33	589.21
1995 11 06 12	37670.40	20.17	254.24	0.00	5.98	5.98	666.79
1995 11 07 12	37660.83	21.21	253.81	0.00	10.18	10.18	866.80
1995 11 08 12	37324.80	4.83	354.76	0.00	11.70	11.70	859.19
1995 11 09 12	37324.80	5.33	301.01	0.00	7.07	7.07	642.15
1995 11 10 12	37324.80	21.79	269.95	0.00	8.02	8.02	729.25
1995 11 11 12	37132.62	7.66	234.79	0.00	12.01	12.01	914.59
1995 11 12 12	36979.20	0.99	313.61	0.00	6.70	6.70	597.49
1995 11 13 12	36979.20	3.30	264.02	0.00	5.73	5.73	568.37
1995 11 14 12	36979.20	1.03	298.87	0.00	4.92	4.92	582.16
1995 11 15 12	36712.26	0.14	253.57	0.00	3.27	3.27	528.71
1995 11 16 12	36633.60	0.05	216.96	0.00	2.37	2.37	538.82
1995 11 17 12	36633.60	0.00	347.99	0.00	4.13	4.13	560.92
1995 11 18 12	36633.60	0.12	274.26	0.00	7.98	7.98	643.41
1995 11 19 12	36441.43	0.07	353.18	0.00	10.95	10.95	749.61
